2019-04-10 02:46:10 0.2238769531, 0.3632812500, 0.4494628906 0.0056152344, 0.0163574219, 0.0087890625 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:46:20 0.2238769531, 0.3632812500, 0.4494628906 0.0053710938, 0.0053710938, 0.0041503906 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:46:31 0.2238769531, 0.3632812500, 0.4494628906 0.0004882812, 0.0109863281, 0.0002441406 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:46:41 0.2238769531, 0.3632812500, 0.4494628906 0.0043945312, 0.0043945312, 0.0073242188 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:46:51 0.2238769531, 0.3632812500, 0.4494628906 0.0075683594, 0.0034179688, 0.0095214844 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:47:01 0.2238769531, 0.3632812500, 0.4494628906 0.0058593750, 0.0019531250, 0.0190429688 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:47:11 0.2238769531, 0.3632812500, 0.4494628906 0.0063476562, 0.0034179688, 0.0051269531 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:47:21 0.2238769531, 0.3632812500, 0.4494628906 0.0163574219, 0.0002441406, 0.0004882812 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:47:31 0.2238769531, 0.3632812500, 0.4494628906 0.0270996094, 0.0048828125, 0.0061035156 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:47:41 0.2238769531, 0.3632812500, 0.4494628906 0.0034179688, 0.0034179688, 0.0039062500 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:47:52 0.2238769531, 0.3632812500, 0.4494628906 0.0151367188, 0.0026855469, 0.0163574219 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:48:02 0.2238769531, 0.3632812500, 0.4494628906 0.0002441406, 0.0026855469, 0.0202636719 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:48:12 0.2238769531, 0.3632812500, 0.4494628906 0.0014648438, 0.0041503906, 0.0070800781 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:48:22 0.2238769531, 0.3632812500, 0.4494628906 0.0100097656, 0.0024414062, 0.0043945312 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:48:32 0.2238769531, 0.3632812500, 0.4494628906 0.0197753906, 0.0004882812, 0.0012207031 0.1535644531, 0.2722167969, 1.5563964844 
$2019-04-10 02:48:42 0.2238769531, 0.3632812500, 0.4494628906 0.0100097656, 0.0012207031, 0.0061035156 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:48:52 0.2238769531, 0.3632812500, 0.4494628906 0.0129394531, 0.0056152344, 0.0021972656 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:49:02 0.2238769531, 0.3632812500, 0.4494628906 0.0141601562, 0.0107421875, 0.0114746094 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:49:13 0.2238769531, 0.3632812500, 0.4494628906 0.0119628906, 0.0002441406, 0.0021972656 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:49:23 0.2238769531, 0.3632812500, 0.4494628906 0.0026855469, 0.0122070312, 0.0117187500 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:49:33 0.2238769531, 0.3632812500, 0.4494628906 0.0046386719, 0.0080566406, 0.0036621094 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:49:43 0.2238769531, 0.3632812500, 0.4494628906 0.0073242188, 0.0107421875, 0.0000000000 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:49:53 0.2238769531, 0.3632812500, 0.4494628906 0.0153808594, 0.0041503906, 0.0024414062 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:50:03 0.2238769531, 0.3632812500, 0.4494628906 0.0131835938, 0.0029296875, 0.0004882812 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:50:13 0.2238769531, 0.3632812500, 0.4494628906 0.0034179688, 0.0024414062, 0.0039062500 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:50:23 0.2238769531, 0.3632812500, 0.4494628906 0.0070800781, 0.0007324219, 0.0024414062 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:50:34 0.2238769531, 0.3632812500, 0.4494628906 0.0065917969, 0.0207519531, 0.0026855469 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:50:44 0.2238769531, 0.3632812500, 0.4494628906 0.0007324219, 0.0002441406, 0.0083007812 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:50:54 0.2238769531, 0.3632812500, 0.4494628906 0.0109863281, 0.0024414062, 0.0141601562 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:51:04 0.2238769531, 0.3632812500, 0.4494628906 0.0004882812, 0.0021972656, 0.0068359375 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:51:14 0.2238769531, 0.3632812500, 0.4494628906 0.0043945312, 0.0021972656, 0.0043945312 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:51:24 0.2238769531, 0.3632812500, 0.4494628906 0.0024414062, 0.0021972656, 0.0119628906 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:51:34 0.2238769531, 0.3632812500, 0.4494628906 0.0195312500, 0.0002441406, 0.0031738281 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:51:44 0.2238769531, 0.3632812500, 0.4494628906 0.0007324219, 0.0109863281, 0.0100097656 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:51:55 0.2238769531, 0.3632812500, 0.4494628906 0.0036621094, 0.0061035156, 0.0136718750 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:52:05 0.2238769531, 0.3632812500, 0.4494628906 0.0053710938, 0.0026855469, 0.0029296875 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:52:15 0.2238769531, 0.3632812500, 0.4494628906 0.0043945312, 0.0021972656, 0.0087890625 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:52:25 0.2238769531, 0.3632812500, 0.4494628906 0.0129394531, 0.0000000000, 0.0021972656 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:52:35 0.2238769531, 0.3632812500, 0.4494628906 0.0000000000, 0.0021972656, 0.0056152344 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:52:45 0.2238769531, 0.3632812500, 0.4494628906 0.0024414062, 0.0017089844, 0.0068359375 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:52:55 0.2238769531, 0.3632812500, 0.4494628906 0.0083007812, 0.0085449219, 0.0036621094 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:53:05 0.2238769531, 0.3632812500, 0.4494628906 0.0039062500, 0.0036621094, 0.0131835938 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:53:16 0.2238769531, 0.3632812500, 0.4494628906 0.0017089844, 0.0021972656, 0.0048828125 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:53:26 0.2238769531, 0.3632812500, 0.4494628906 0.0051269531, 0.0031738281, 0.0014648438 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:53:36 0.2238769531, 0.3632812500, 0.4494628906 0.0000000000, 0.0039062500, 0.0043945312 0.1535644531, 0.2722167969, 1.5563964844 
$2019-04-10 02:53:46 0.2238769531, 0.3632812500, 0.4494628906 0.0000000000, 0.0026855469, 0.0026855469 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:53:56 0.2238769531, 0.3632812500, 0.4494628906 0.0048828125, 0.0004882812, 0.0019531250 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:54:06 0.2238769531, 0.3632812500, 0.4494628906 0.0007324219, 0.0124511719, 0.0048828125 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:54:16 0.2238769531, 0.3632812500, 0.4494628906 0.0085449219, 0.0073242188, 0.0061035156 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:54:26 0.2238769531, 0.3632812500, 0.4494628906 0.0024414062, 0.0009765625, 0.0021972656 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:54:37 0.2238769531, 0.3632812500, 0.4494628906 0.0158691406, 0.0078125000, 0.0083007812 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:54:47 0.2238769531, 0.3632812500, 0.4494628906 0.0019531250, 0.0034179688, 0.0136718750 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:54:57 0.2238769531, 0.3632812500, 0.4494628906 0.0131835938, 0.0056152344, 0.0192871094 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:55:07 0.2238769531, 0.3632812500, 0.4494628906 0.0004882812, 0.0031738281, 0.0021972656 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:55:17 0.2238769531, 0.3632812500, 0.4494628906 0.0114746094, 0.0004882812, 0.0065917969 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:55:27 0.2238769531, 0.3632812500, 0.4494628906 0.0117187500, 0.0061035156, 0.0019531250 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:55:37 0.2238769531, 0.3632812500, 0.4494628906 0.0043945312, 0.0122070312, 0.0173339844 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:55:47 0.2238769531, 0.3632812500, 0.4494628906 0.0041503906, 0.0068359375, 0.0102539062 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:55:58 0.2238769531, 0.3632812500, 0.4494628906 0.0029296875, 0.0031738281, 0.0056152344 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:56:08 0.2238769531, 0.3632812500, 0.4494628906 0.0017089844, 0.0029296875, 0.0021972656 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:56:18 0.2238769531, 0.3632812500, 0.4494628906 0.0136718750, 0.0000000000, 0.0004882812 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:56:28 0.2238769531, 0.3632812500, 0.4494628906 0.0000000000, 0.0046386719, 0.0063476562 0.1535644531, 0.2722167969, 1.5563964844 
2019-04-10 02:56:38 0.2238769531, 0.3632812500, 0.4494628906 0.0063476562, 0.0102539062, 0.0017089844 0.1535644531, 0.2722167969, 1.5563964844 
